Palavra_Chave;Bundle_Id;Nome_do_aplicativo;Numero_de_avaliacoes;Numero_de_estrelas;Numero_de_instalacoes;Tamanho do aplicativo;Versao_do_android_exigida;Numero_de_comentarios;Avaliacoes_sem_comentario
programming;free.programming.programming;Learn DS & Algo, Programming Interview Preparation;8121;4.6;500,000+;4.5M;5.1 and up;1789;6332
programming;com.skycodetech.codingquiz;Coding Quiz (programming);234;4.5;10,000+;4.3M;4.4 and up;111;123
programming;com.spyboy.cplusplusprogramming;C++ Programming;59;4.4;10,000+;3.3M;4.1 and up;27;32
programming;com.codetoinvent.malik.cplusplus;Learn C++ Programming - Tutorial;104;4.6;10,000+;8.4M;4.4 and up;46;58
programming;in.softecks.perl;Perl Programming;10;4.6;1,000+;7.5M;4.4 and up;8;2
programming;in.learncodeonline.cpplangquestion;C++ programming Interview questions;5;5.0;1,000+;1.7M;4.4 and up;1;4
programming;com.learnswiftprogramming;Learn Swift Programming - iOS;55;4.5;5,000+;3.5M;5.0 and up;20;35
programming;com.paprbit.dcoder;Dcoder, Compiler IDE :Code & Programming on mobile;19475;4.4;1,000,000+;6.5M;4.0.3 and up;8883;10592
programming;com.kids.coding.connectdots;Programming for Kids - Learn Coding;26;3.2;10,000+;13M;4.0 and up;14;12
programming;com.amensah.easycoder;EASY CODER : Learn to develop & run java programs;120;4.5;10,000+;7.3M;5.0 and up;78;42
programming;avivace.daily_programmer;Daily Programmer;87;4.3;10,000+;1.2M;Varies with device;29;58
programming;com.duhnnae.programmingprogramacion;Programming - Learning - Tutorials;57;4.4;10,000+;7.1M;4.1 and up;39;18
programming;com.HTML.AngularJS.Codeplay;HTML Code Play;5083;4.5;500,000+;6.3M;4.4 and up;2683;2400
programming;com.apkzube.learncpp;Learn C++ Programming - Tutorial;75;4.5;10,000+;4.6M;4.4 and up;55;20
programming;learn.web.php;Learn Web Development;1646;4.3;100,000+;6.0M;4.4 and up;555;1091
programming;in.softecks.javascript;JavaScript Programming;21;4.4;5,000+;9.3M;4.4 and up;8;13
programming;com.duy.pascal.compiler;Pascal N-IDE - Editor And Compiler - Programming;11322;4.7;500,000+;6.0M;4.0 and up;4731;6591
programming;tursky.jan.nauc.sa.html5;Learn programming;12829;3.8;1,000,000+;6.8M;4.0.3 and up;2832;9997
programming;com.snj.cprogramming;C Programming;2150;4.6;100,000+;2.9M;4.0 and up;652;1498
programming;io.kodular.rohansrivastava2520.coding_ebooks;Coding eBooks : All Free Programming Books;10;4.1;500+;6.9M;4.1 and up;7;3
programming;ab.codelyf;Codelyf - Learn Programming;250;4.4;10,000+;5.7M;5.0 and up;117;133
programming;com.C_Examples.C_Programming;350+ C Programming Examples;50;4.6;10,000+;5.4M;5.0 and up;16;34
programming;com.krazeapps.csharpprogrammingcompiler;C# Programming Compiler;27;3.2;10,000+;6.7M;4.1 and up;19;8
programming;net.egordmitriev.cheatsheets;Programming Cheat Sheets;104;4.7;10,000+;Varies with device;4.0.3 and up;52;52
programming;gudev.learn.phpprogrammingcoding;Learn PHP Programming Coding;38;4.3;10,000+;12M;4.0.3 and up;15;23
programming;bishrulhaq.learntocode;Learn To Code : Free & Offline;36;4.2;10,000+;12M;4.0 and up;19;17
programming;com.java.questionwithanswerinterview.android;1000 Java Programming;433;4.0;100,000+;7.5M;4.1 and up;258;175
programming;com.kids.coding.firefighter;Coding Games - Kids Learn To Code;10;3.7;5,000+;13M;4.0 and up;4;6
programming;learn.apps.androidprogramming;Learn Android Programming;47;4.1;10,000+;5.9M;4.0.3 and up;18;29
programming;com.nsk.cprogramming;Learn C Programming;504;4.2;50,000+;1,000k;2.2 and up;156;348
programming;com.codepoint.computerProgramming;Learn Basic Computer Programming Free OFFLINE;22;4.5;10,000+;5.9M;4.4 and up;13;9
programming;com.programming_with_java.fullmasti;Java Programming (offline);16;4.2;5,000+;12M;4.0.3 and up;6;10
programming;app.compiler;Online Compiler (Beta);10665;4.4;100,000+;2.6M;4.1 and up;4822;5843
programming;com.best.don.programmingbooks;Programming eBooks: All Free Coding Books;425;4.2;10,000+;4.1M;5.0 and up;226;199
programming;ru.code_samples.obraztsov_develop.codesamples;Code Recipes;220;4.7;10,000+;1.8M;4.1 and up;86;134
programming;com.apkzube.learncprogramming;Learn C Programming;160;3.8;10,000+;3.7M;4.4 and up;104;56
programming;com.apkzube.learnrprogramming;Learn R Programming - Tutorial;82;4.4;10,000+;5.4M;4.4 and up;43;39
programming;com.datacamp;DataCamp - Learn R, Python & SQL coding;7021;4.8;100,000+;10M;4.4 and up;2716;4305
programming;com.jaypeesoft.ds;Data Structures & Coding Interview Algorithms;554;4.6;100,000+;11M;4.1 and up;207;347
programming;itools.cprograms;C Programming (1000+ programs & 250+ Patterns);544;3.4;50,000+;12M;4.1 and up;261;283
programming;com.easy.home.javatutorial;Java Programming App;126;4.2;10,000+;4.7M;5.0 and up;78;48
programming;com.chavan.oops;Object Oriented Programming (Oops);94;4.6;10,000+;3.8M;4.0.3 and up;65;29
programming;com.appboss.CProgrammingConcepts;C Programming Concepts;13;4.5;5,000+;3.6M;3.0 and up;5;8
programming;com.gokazu;CodePal: Learn programming;48;4.8;1,000+;5.1M;5.0 and up;35;13
programming;in.softecks.python;Learn - Python Programming;20;4.0;5,000+;7.5M;4.4 and up;10;10
programming;com.japangor.learntocodec;Learn To Code (C++);86;3.7;10,000+;6.0M;4.0.3 and up;30;56
programming;com.rahultamkhane.javaprogramming;Java Programming;47;4.4;5,000+;9.5M;4.0 and up;20;27
programming;com.programmingzemi;PROGRAMMING ZEMI【A programming educational app】;96;3.9;50,000+;100M;4.0.3 and up;48;48
programming;com.zenva.codemurai;Codemurai - Learn Programming;2659;4.5;100,000+;1.5M;5.0 and up;1087;1572
programming;com.apps.athena.programminglanguages;Programming Languages;418;4.4;100,000+;3.3M;4.1 and up;160;258
programming;com.hyphenible.tryc;Learn C Programming: Offline with examples;24;4.6;1,000+;3.0M;4.4 and up;12;12
programming;com.app4daily.computerrepairingcourse;Learn Computer Programming;14;4.4;5,000+;2.3M;4.4 and up;6;8
programming;com.area120.grasshopper;Grasshopper: Learn to Code for Free;16889;4.5;1,000,000+;28M;4.4 and up;8155;8734
programming;com.educationapps.cncguide;CNC Programming Guide;27;4.1;5,000+;12M;4.4 and up;16;11
programming;com.improvecodingskills.learnandroidprogramming;Learn Android Programming;333;4.1;50,000+;11M;4.0.3 and up;116;217
programming;com.spyboy.javaprogramming;Java Programming;71;4.5;10,000+;4.6M;4.1 and up;40;31
programming;com.dztall.ccr.android.admob;Mobile C [ C/C++ Compiler ];6328;4.1;500,000+;78M;4.0.3 and up;2823;3505
programming;com.java.malik.javaanim;Learn Java Programming;262;4.6;10,000+;6.9M;4.4 and up;126;136
programming;com.codenza.dp.programs;Codenza;1897;4.6;100,000+;10M;4.2 and up;742;1155
programming;com.vijay.aiodeveloper;Programming Kit;226;4.3;10,000+;7.0M;4.0.3 and up;103;123
programming;in.softecks.fortran;Fortran Programming;21;4.2;10,000+;7.6M;4.4 and up;3;18
programming;com.quizmine.comboCandCplus;Learn C and C++ Programming;67;4.1;10,000+;15M;2.1 and up;9;58
programming;com.makeblock.mblock;mBlock - Scratch-based Programming Software;218;3.7;10,000+;72M;5.0 and up;128;90
programming;com.SM_Developer;Programming Languages;52;4.9;1,000+;16M;4.4 and up;41;11
programming;com.shalik.patel.cprogrammingsolution;Programming Solutions;151;4.8;10,000+;4.7M;4.1 and up;88;63
programming;com.educationapps.cncprogrammingexamples;CNC Programming Example;170;4.4;10,000+;7.5M;4.4 and up;90;80
programming;com.andromo.dev601172.app807595;Learn Java Programming;7;2.9;1,000+;2.9M;4.1 and up;4;3
programming;learn.java.programming;Learn Java Programming;78;4.3;10,000+;3.4M;4.0.3 and up;41;37
programming;com.lohriialo.swift;Swift Programming - 4.0.3 (Reference/Manual/Guide);171;3.7;10,000+;3.6M;4.1 and up;33;138
programming;com.easy.hp.cpptutorial;C++ Programming App;597;4.6;10,000+;5.6M;5.0 and up;309;288
