Bundle Id;Número de estrelas do comentário;Texto do comentário;Id do comentário;Data do comentário;Numero de estrelas do aplicativo
com.learnprogramming.codecamp;5;Khub valo;gp:AOqpTOFdpSeW-ziHi7gJ5lwSOEmkQGMAiRMNeEvJ6TysXJGGn4R5cidT3U-eghRCHADr0yevNR2rW3AZ4rp82A;2019-10-11T18:10:07.908Z;4.8
com.learnprogramming.codecamp;5;Wow it's very interesting app for learn basics programming.;gp:AOqpTOE17cmKb9jXFCN5yDcCuInXilvCnN1g6oCmXEx3blLUGvd0NuagcY347SuGVRmeKNB4goHNi-X6a0XLOA;2019-10-11T17:33:02.844Z;4.8
com.learnprogramming.codecamp;5;Really easy to use and understand. It walks you through the process very slowly and clearly, and it's fun!;gp:AOqpTOFcF9ZHnZfJWOnnKcvYwAsN6I4V_J6SLxzAxCwcfcDlO5IfO3wKwRO2nHGji0Rr_2pD-Ug81reBMck_uA;2019-10-11T17:03:02.415Z;4.8
com.learnprogramming.codecamp;5;This app makes coding fun, easy, and enjoyable!;gp:AOqpTOF8BLdxrToYR9x-_jRABP5QEiVcWVIzn8oSK55mrPTt0y8_00EHNKK_WUFIftFU-XimfVnOozAX9-iH_A;2019-10-11T16:36:11.829Z;4.8
com.learnprogramming.codecamp;5;Good;gp:AOqpTOEXEw8HUlMgBmxGnuokT-3grgiLfAmap52b6if3Wn_S2-EXrI2AYG3A2gFiJHfvpMmbAve7R2yCPMrFJQ;2019-10-11T16:28:57.221Z;4.8
com.learnprogramming.codecamp;5;Good;gp:AOqpTOF2l0-R60KKKJzeg1u1-HMbGY9v8DXCz8XyPBI0CBYszWkBJfJCLsCxWkOpL5HKrijIYpcKJa-yGG4dgg;2019-10-11T16:20:51.870Z;4.8
com.learnprogramming.codecamp;5;So beautiful app to learn Programming;gp:AOqpTOG3N5AARUnrWWCUk09SFz_vg8Hd3P6IUCj1LNVIykR5rrNwwbtJO0d9XcyeZWsYrFGfFWKVHwT8zvHmpg;2019-10-11T15:48:51.471Z;4.8
com.learnprogramming.codecamp;5;Very very very nice;gp:AOqpTOEjrkBCAtG8w5B4q8Mp9Wsi0t8k0CsGZmcrJnNMJDoiBTGI_XzFF7VPH9ox6gl0H5tjLxYmUpP-bVC-bg;2019-10-11T15:23:59.894Z;4.8
com.learnprogramming.codecamp;5;Useful App;gp:AOqpTOFdrP2uqKEVGVWF8hhOAq26AOvF9K_lI8ZcanhkaEdoLX-i044PECqORfc4G26Xsr6Nh9mx2YRG6sMp9g;2019-10-11T15:17:55.227Z;4.8
com.learnprogramming.codecamp;5;Words can't explain how much i love this app. Thank you very much;gp:AOqpTOF1cMEocHqi08aFcWRCyqprVwBwfPlXz79sZiYgxhuEC5irOMulLHfIIMFtECQKplpZGR4H3302IHymgw;2019-10-11T12:48:57.810Z;4.8
com.learnprogramming.codecamp;4;Very Awesome App;gp:AOqpTOFdIDmxMffMJkyS5__xlH_6gT-JnOiJpulki5rhGKDqNK3o1giTbMOEA3f1LuJpJ43HzRV6M0b4yUrT1Q;2019-10-11T10:32:17.883Z;4.8
com.learnprogramming.codecamp;5;So far so good;gp:AOqpTOGgzqc6eoq0nuc_ggMF1UM-iiglxjFr_LvYPpCj9jfnpzL6ILOZVcQ31ppzNRkx3HetIKN7C-48b8SkCw;2019-10-11T08:04:00.210Z;4.8
com.learnprogramming.codecamp;5;best app for bigginers;gp:AOqpTOH-t04Snfo4W2MKDV80ZjNevY9ehOOFyJKexZLjikE3GLICfdWbmYaFPRzHf7Hiz2j40OdonGcpdD0gZA;2019-10-11T08:00:02.207Z;4.8
com.learnprogramming.codecamp;5;Awesome;gp:AOqpTOGtXrqlKMg-j1b_abw9EJVfZfxDDJACpTtCj4BvrA2Ttt0XQ8Cf-lcEHsgst20S3gB518I0t265_wko1w;2019-10-11T07:19:56.992Z;4.8
com.learnprogramming.codecamp;5;That's awesome to add web development in this app.;gp:AOqpTOFWW422dOwLMyi_lJaxYe-hZq1etmOziUlRK4roIYOtJ0MDwMp3Tqy14Pjj3ADKBpqpB8n4Ew33XRhwLA;2019-10-11T06:22:39.224Z;4.8
com.learnprogramming.codecamp;4;Its amazing...;gp:AOqpTOEPJSpr0PxhaBkv24Z_Z9-ufC19PJ3FjBupMaVuP-3wAu_tCVAThSEieFDhqrPxOhIQQygXDQQMhIUShw;2019-10-10T23:26:03.376Z;4.8
com.learnprogramming.codecamp;4;Is very good and helpful.....the challenges really help a lot with recalling previous studies;gp:AOqpTOENt9IgD9chKSUwkA3sAZjAvU-CQuajF3R1vQ1yRsw0imFGC8xmfD3xXNFcmQS6Nf6_-Vx70oU2an0wAw;2019-10-10T22:20:58.425Z;4.8
com.learnprogramming.codecamp;5;Nice apps;gp:AOqpTOGfWP62Jt7igpBmHKWnFyHA4Q1gsBhEkWSR7ewQAa2W4L3VSqegMVHJMNW3UvDS0OOH7r_f6kwad4xPKA;2019-10-10T20:38:20.781Z;4.8
com.learnprogramming.codecamp;4;Edit: Ok, this is pretty nice app, even though it was a bit confusing to see print() being used to somehow show graphics. Also I understand that yes, you need money, and the only way is to either make people pay or watch ads, but when though it *is* reasonable, it keeps my customer experience away from 5/5.;gp:AOqpTOGt4VC-z6WAJXd7VlCl8dMpxkQdBsIPrRj-_Wx2lRapX2FtgBlpgcTsZ44E6h1XULOX52rRKRXgYLlqLg;2019-10-10T19:59:25.571Z;4.8
com.learnprogramming.codecamp;5;Best App for beginners.;gp:AOqpTOHMGrsyMH6sLSxBWaLkMr_ybdNxtvdDLfQ-5Van3pACWkN6Q511G45xDFu2E5NqFAgwE6iX7qm7PWe2eA;2019-10-10T18:08:34.620Z;4.8
com.learnprogramming.codecamp;5;Wonderful app! Found out how easy it is to skip news app and learn to code while morning poop! 😅;gp:AOqpTOFgEixusaBqYhjflixABaHpERepZk9QO6WoQ2Es2jM6E7Bjdiowqo6XkEgChJwmJE23QMV1St3Eqzu9_w;2019-10-10T18:05:35.707Z;4.8
com.learnprogramming.codecamp;5;Mast;gp:AOqpTOEdDnLXh9IZBdaixn9Ql-DsFy3aAa2zOrlAL5LxTdRMASIFJ93rSEObyP5FgPvSjmsk9OoeJXE-KnUZWQ;2019-10-10T16:46:54.500Z;4.8
com.learnprogramming.codecamp;5;So far it's a clear and easy to follow coding lessons.;gp:AOqpTOFHI7ylHHINamZJSGC3o6129vkNc7JlYZg7TkBW3ziHS7uxJz90vS0U1LBqmeY9wz0hc-CS9Y2nSD3rlQ;2019-10-10T16:44:18.590Z;4.8
com.learnprogramming.codecamp;5;So fun and big help when trying to learn programming;gp:AOqpTOH7ekj8WlHW5FXeRcdwKZxNGr_igiYDMFXssYvhxyjwjvLD955Q3DP-RKvfriolxgUWDimymPmqGotQOA;2019-10-10T15:55:56.166Z;4.8
com.learnprogramming.codecamp;5;Great so far. Learning key concepts quickly;gp:AOqpTOEAn-bSpJ1OR85XVhAd_DRufIKQ4WlgemA8HPuH-xPMg8y5yl9rZnxaaTi2bLNQucRGNfaTYlwseAqouA;2019-10-10T15:43:22.614Z;4.8
com.learnprogramming.codecamp;3;When new (html,css) version come i will give 5*👍;gp:AOqpTOF3pyRwV8PEoGS93LKZqukG2UY2fkVGmXNPvWfjXTmD0yAq9W_Mks-FK1JRRE70yScAC4kBZunuFmjmtw;2019-10-10T15:25:56.367Z;4.8
com.learnprogramming.codecamp;5;Very easy language;gp:AOqpTOGtMDkAhXjdWXDFk3-CD6tGbM-pRxzhYiYy7yc3mgYRAUJuiR5M68pdmNQQyN_DPOP5nDCLMpP1Mcjgeg;2019-10-10T11:11:39.806Z;4.8
com.learnprogramming.codecamp;5;Wow! This app is superb! Will buy your meal very soon 🤭 I am TVET educator. Now I am learning coding from this app for preparing myself into the Industrial Revolution 4.0 and also to teach student how important the technology is 😁 #21stcenturylearning;gp:AOqpTOFDuNgTtmryVPQy5KONDtYMaRssbSJ2XFYJojK7S817jnBCmXCVzBZPCqlmVRN5AdtO7zyy6b0lXERKUg;2019-10-10T07:51:19.900Z;4.8
com.learnprogramming.codecamp;5;Awesome;gp:AOqpTOHpDCwzwsSVy1co3Vpf2ipE-NhrrpwtQGW7us4B4qcS8mI2gbbdFU8JpbLFUIZ7JP9zRxCSzYNAdRSlYg;2019-10-10T06:09:28.492Z;4.8
com.learnprogramming.codecamp;5;Fun for learning on the pro version;gp:AOqpTOF3cHyxzmUymBO9UoOnthgBDU_GvWYyk7FTdvMwIM5aNseNMQloUrJBk6cU8kaN0QT0YIiNiip3QLZHrQ;2019-10-10T05:49:56.620Z;4.8
com.learnprogramming.codecamp;5;nc.;gp:AOqpTOHsI9E-UEh1XMXoKI2EFZn59K_yaVCZxMB1pp_tHzEA0L1EwyW7IXl3gCBstxIffbLgAKmrAiaEe4vLgQ;2019-10-10T04:16:04.549Z;4.8
com.learnprogramming.codecamp;5;Absolutely fantastic. ...;gp:AOqpTOF59WkUECIdqQLlQDy6r7xRoq4qBnx-3KI2lVmKR3qxSz-UD7FXZUc8goeeI5Yyh3HkJJNLWyoPhiaxOg;2019-10-10T03:55:11.708Z;4.8
com.learnprogramming.codecamp;4;I think it's fun to learn coding with this app. Thanks! !;gp:AOqpTOG3skdSLblIFI6y3VkCn5L61VcH5S64XuiQTVzkBnFMmwNlJgAVHr83rZxEDjkFKc7kVdgF5FrhETASTw;2019-10-10T02:59:05.368Z;4.8
com.learnprogramming.codecamp;5;I can't tell what reality is;gp:AOqpTOEUYv0SpiUvG_c6yq0HASXhrC7yOyCYOS68izRDUiN7L_pvK50LBGLgoyYxSbK8ZjxCc4DdeXb22cx2mQ;2019-10-10T00:41:41.245Z;4.8
com.learnprogramming.codecamp;5;simple and easy;gp:AOqpTOF0it89TCO8KxiOdmn83FxjroH2SzYUphVneTN9HBYj5dBlBLW8N2riBWl90y8jlI-NsLZdFNKw5rm23g;2019-10-09T23:07:27.554Z;4.8
com.learnprogramming.codecamp;5;awesome app i love it soo much;gp:AOqpTOGtAysW30WAiVrLf0qIUgNtde5mhYYSI27EtSAnGKgWMvXp7ntUpkuM0pZwSrEbSDP5tR23sl4bExnzmQ;2019-10-09T22:12:33.678Z;4.8
com.learnprogramming.codecamp;5;Love It Jankar Mahbub Bhaia Is ❤;gp:AOqpTOGa9qvD8R_RdX7btgHHl2-kAN1nZtk53CJfSyvEMt_PY50O_eLMRipDyKlkxTleKUR8Xs_qj_HCMtALYQ;2019-10-09T21:50:34.809Z;4.8
com.learnprogramming.codecamp;5;Very easy to learn programming;gp:AOqpTOHoVPviJEF9v7D8Di--0oFYaxKpwdsjAVqKUKQSRTUuwc1wkoFH84otV0JiiAoNQ3cYGq-vlsEr_0rFUg;2019-10-09T19:20:01.335Z;4.8
com.learnprogramming.codecamp;5;Very excellent app to learn code. Very simple to follow and understand.;gp:AOqpTOHgvi2361K2uUmnmte0CP72XBYg8dz5LMXH0zs99Arphsd0J58EFT0myyBfagC3P2wRWAkljFmNuyaQQQ;2019-10-09T17:09:55.236Z;4.8
com.learnprogramming.codecamp;4;Good app;gp:AOqpTOFd0zSdEHO7zXZTd2S0azqOnoONFpr7eoUfUj8icba96eQaT2I7ZGcwWebNgV9CM0RVYZCKX325oZ0ucg;2019-10-09T16:00:52.179Z;4.8
com.learnprogramming.codecamp;5;I just giving it five stars because their funny way to approach and teach this type of teaching never gets bored;gp:AOqpTOG9VNXBYgvVj3-DDzWP0Drw8_FO6YxdmlFii2fcCqgjWHE4R1rYu1z3coe_RVLQwkLVhcpblW1dHM3y-Q;2019-10-09T15:35:05.871Z;4.8
com.learnprogramming.codecamp;5;great apps. Please add Android development course. Thank you for making the Apps.;gp:AOqpTOGeMH3x_L8YEpQDudSbdUFrlb2edNtPh73fA85X2p2-SjakvB3u7puSlpdbd1YmfUbSORnZyLSwIXLJlg;2019-10-09T15:20:01.127Z;4.8
com.learnprogramming.codecamp;5;Awesome app to learn fundamentals of coding... well done jhankar mahbub bhai... we are proud of you;gp:AOqpTOGi3achSKhQ2NcVZdgjF9gvdSYeE9XFUFu8N9cdpkoyCSI9UG_RVd6mbZH7v0VQoQ0qu2_510N7e1RQvA;2019-10-09T14:23:14.331Z;4.8
com.learnprogramming.codecamp;5;This app so far is the best app ever I've been using for learning to code! Really effective in the way that it tries to be friendly..not like showing how "hard" coding can be! Plus its offline mode is just freaking cool! No need to have access in internet to learn.... I LOVE it!;gp:AOqpTOEOIyVnFfNAZQ3dxUR5vDxNdtKUoI_i7RuplusEuYKZ-oMwesUGD6aGAfEDBlpJiKbnMNAHNfeRhYDr4w;2019-10-09T13:01:13.822Z;4.8
com.learnprogramming.codecamp;5;Great app. Interactive learning. Gave 5 stars.;gp:AOqpTOERS4KST-5sLPW-j5rdqJQx7TQ8HpSOLQHbNK7bN2O3WNnst2-xR6OWOashqLCMVRg9qrqMSkSz32UXTw;2019-10-09T10:10:56.378Z;4.8
com.learnprogramming.codecamp;4;good for learning;gp:AOqpTOGXuCXSK7NJa_3YcjfOw05EwP6BXzbDLBqm2UbMV-7yvkKNt4I6Rm2_SQadSHpIi0-G5nQcEMwz3e86Xg;2019-10-09T04:21:19.497Z;4.8
com.learnprogramming.codecamp;5;Very good app.;gp:AOqpTOGfgQ7i5UmGp1S2XGkdCAmKhGCjI__lx9JcoQHG8e-kPa4YjgDPzYypAJn8fChnBJ2DA_lU0iTdKFxvNg;2019-10-08T22:41:14.900Z;4.8
com.learnprogramming.codecamp;5;Awesome app for practicing basic programming language.;gp:AOqpTOG4k2gE6Ub5MRsc0Ux-EHBaiTo4GJ180sR0wLv7mj6qt48HVqKIoGlvkjIlXNStZMQ2goUcCJfQ-74L9A;2019-10-08T18:09:05.300Z;4.8
com.learnprogramming.codecamp;5;Started studying programming cause of interest developed by this app;gp:AOqpTOH4baw2z7wPqA_aP-9m-Td1qRD62F_MaAiZacgX1y5WDJ3TVv_g94hWjAtYjYXilWe1rdfnc2vroBICzQ;2019-10-08T18:06:25.401Z;4.8
com.learnprogramming.codecamp;5;Try to make better apps thanks...;gp:AOqpTOF045S8ULNz7fFpoo_APKF4vgo6NKFrq76TxFCoD9WkM4E39lqD47MfsKedW3mACiJ2rdRkW8zG5thvSA;2019-10-08T17:48:27.264Z;4.8
com.learnprogramming.codecamp;5;It is awesome;gp:AOqpTOFW2pHQ3IW6yZ6ftkg3u1mDYFsjjDqIlfZHqSmCsRlYRMjg2YHOUk553aP-_AhcRwqH6jV2QPASran6FQ;2019-10-08T17:31:57.167Z;4.8
com.learnprogramming.codecamp;5;Learning code is now fun as like Mark Zuckerberg, "Coding is easy.";gp:AOqpTOF145FoQmy0YN5bF15IgNzqFAVideEWenq7KSQ7ovwUByyH5uv72PoOxMyzXcsfR6iwpHBWxN_rW9ympQ;2019-10-08T15:00:01.280Z;4.8
com.learnprogramming.codecamp;5;Nice;gp:AOqpTOFQfrpnymgalk1jyDqHKy8CxJg9pm_JslvDs1sRrIa2vD96N1-0AiVuG8UKWXQ1w-bRZ2IH9KNUoq3ArQ;2019-10-08T09:30:13.411Z;4.8
com.learnprogramming.codecamp;5;Best app for learning Python!;gp:AOqpTOHBQWpcAn1bdFFpiHGBjGO3ROvMz8lPPBZ_4V-02n1IH5_ZCfn6yW_SejuZBCcFV0kuV0ISbXJnyKZSVQ;2019-10-08T09:02:04.832Z;4.8
com.learnprogramming.codecamp;5;Its really cool lol, better than I expected;gp:AOqpTOEvex8l91Ggaa9KatDDTvlTbk9ld8JBC2HwBAEFzFyh6aa9uUAveHyCQMTVxRyeuN0lGgyQUXoZbpEjXw;2019-10-08T08:41:11.621Z;4.8
com.learnprogramming.codecamp;5;This is app is amazing! I was trying really hard to start a way to code games, now I have a chance! I was just knowing HTML and CSS, but now things will be more easy for me!;gp:AOqpTOHbyZq3e5OxWWN4MxeFFb6IdfavqoRRllpt1e6WzkaOaR_-tF_hfp9bknnLa_1BCReo799woXSGs_nJVw;2019-10-08T03:50:00.454Z;4.8
com.learnprogramming.codecamp;5;Thanks for your help.;gp:AOqpTOFdvfElwtZWTz3XnX-Q6SfHygqyRaTohSETC-8Um_dwUNJ4CjCzH5LiiWG5ITJ0oTrev0AigOnls8rI6w;2019-10-08T02:56:44.893Z;4.8
com.learnprogramming.codecamp;5;Easily and for every one;gp:AOqpTOHT0JZhJlB_uDxyVz46p7d6szHzGwZ_W92NfvMM0pxil1XQwtHDHXq1Wz43vyXs6mJUT5AF_m1DbcdGzQ;2019-10-08T02:46:26.600Z;4.8
com.learnprogramming.codecamp;5;The best game lessons in python;gp:AOqpTOEgH0AW8RFq-f_ItzgZCjQdyV5HwqWNdFZIQdzw8Kg8V-gcC9Azo1sPILWmppEXYvXGHRedN0cURi-hcA;2019-10-07T21:26:38.412Z;4.8
com.learnprogramming.codecamp;5;Very nice app for learning how to code that's easy and goes step by step.;gp:AOqpTOF8z4WNLVe9f0S3ErRIfliSB1Y7NI3z8FIJgu50Z9gjURm-QshTwkXV2wTILx_fwakAqfRjdiSPoe0YJg;2019-10-07T17:23:30.379Z;4.8
com.learnprogramming.codecamp;4;It's very nice and easy way to learn python 3 I'm glad to have this app thank you guyz😊;gp:AOqpTOFz0OOwZ9FnTOifXV-NOcP5AV2IBFdhy2hm_VGYFw8v7ywkKmTpNeBHqANgryWPPGR4CcU_BOS3maVLOg;2019-10-07T16:27:23.627Z;4.8
com.learnprogramming.codecamp;5;Very good to learn programming;gp:AOqpTOGwwgH6p2N8g3c8DiOIrPGa70BeQuvTdCU1rwu3e_HepzrgFGHQl9vuqi-lDH2mhVXtw9IBt4FvVOgr6g;2019-10-07T12:33:35.804Z;4.8
com.learnprogramming.codecamp;5;Best;gp:AOqpTOFYsr_N5Q79GwX1T2d19OcUQ1o0Jy6hjnH8UQ-LBxpbg57uaHEmr18WKU7mgfeBjz7NHBJStaFwVW-seg;2019-10-07T12:05:53.599Z;4.8
com.learnprogramming.codecamp;5;অনেক ভালো;gp:AOqpTOF0cI8RIw4WfjC-MS0dDeIFplwcqA3Ow-wGSHAE-d_lTiGm1EYfD7uLEwhV_EgExXpvVCh09O8rRoEEsg;2019-10-07T09:54:30.202Z;4.8
com.learnprogramming.codecamp;5;Good;gp:AOqpTOEGSaTp3EF99kt8YvPy2MpApiepN_rPETqzXXUoQkol5lpRNs5jsD0rc1wfLlgFILe1B6-xt8kR9y1Dzg;2019-10-07T05:53:21.533Z;4.8
com.learnprogramming.codecamp;5;Its okay;gp:AOqpTOFAOYtUFq1T8dx-9eIpFXP9jdn49p0n2Jg4TSdMldfXawD8NJ5zZc50wljOv_LgAZlC5hIItYDpvmsb5A;2019-10-07T05:47:10.440Z;4.8
com.learnprogramming.codecamp;5;Very interesting app....I am using this app for learning programming..Very simple method is used here...;gp:AOqpTOGDxWoQOvM_xe3b_rvhvhRkPkpa1RFT9cTW3dOIh9XDXSWldeqTR1J0D7qaEr85Tr77nUhRZQ_b7txjQw;2019-10-07T05:00:24.981Z;4.8
